A,B,target
-1.9436542856894352,6.435851595326913,-0.2896618537901299
-1.7745223947637383,26.57733769091491,1.265341324678894
-1.7587094457500774,-9.741366027994793,0.9413031946882762
-1.7573792307160914,18.655485245193198,-0.5599168733428267
-1.529746492948152,12.310380114068721,1.7707309684228112
-1.277294340448762,-2.435048909017748,2.1894197803504962
-1.2302300438145877,7.659098431864685,1.6753874004566578
-1.1475673016253567,-21.442654098034406,0.6988966517572747
-0.9544484035815115,14.713326336295918,0.12817826194243065
-0.8727138708986999,-5.174738069118892,1.7599070178134246
-0.8468191052724432,-1.2691327571849154,0.677989717725672
-0.8347846904832648,13.122653601515754,1.9023323828571437
-0.7754622710236632,-8.44149210787163,1.1656743686753541
-0.6754983060283384,0.4171626124617913,1.7767002503032703
-0.5807068895728014,-11.609923171444128,1.3366995222609288
-0.5752673725490713,-12.269246418579126,1.6005456503634248
-0.5576412654419731,-29.350174271305132,1.0821491065281552
-0.45288442814176033,-18.810049934500025,2.4287356979754424
-0.4184256511472939,2.9369190616441787,1.1868229841433107
-0.34180458381663437,1.2819983644102697,1.3932413008614573
-0.27976055109144315,-15.790093797225527,2.498907413272024
-0.09236499625376338,-10.124262966414344,0.02948785191101777
-0.06428578538004492,-9.931334727825172,0.07643116492456614
0.19829634408540198,18.845432444674397,1.6009448586259998
0.35898834016064196,-1.4598233186047136,-0.14648923588663154
0.5065210731380163,7.639565066475273,2.0342849193004104
0.5245907328860908,-5.338871852364389,0.24548006778666798
0.9331071040192329,-0.5185998940197023,-0.5522981282828079
1.0394992304773853,-13.37430731741192,1.2919617249482582
1.1746673452555236,-5.814347293806479,0.7555612342980333
1.184673891273345,-11.79526807968336,1.0306765362636818
1.393683550916915,4.176646750316127,-0.0026515020269264333
1.4728731153664132,10.271260199200366,-1.4418438145803936
1.5536823702657392,3.45796431087509,0.524677373967652
1.7851402110902064,-1.5529675695958831,-1.3978257001742709
1.8157981527277123,-6.603969512743802,-0.6289385118042851
1.822827429415884,-30.575058245409508,-0.5279662556477925
2.314094806885432,-1.231211454608442,-1.710637309433775
2.3645292513114713,10.417863591880128,-1.1481497874057405
2.4247020479315697,2.6411295680025364,-0.9283046771773301
2.601298225909332,4.140653318716829,-1.333563631257904
2.971155934176039,-7.908623833710315,-2.257137912902678
2.975943279886283,17.874441908340543,-1.2050828907384648
3.083857592066856,-2.576529169566581,-0.33882544772195167
3.2443834455920975,-3.765351686340739,-1.6839958061127676
3.2510465351523106,-4.730164680374195,-1.2675396094832276
3.2632181615478437,5.845519390800138,-1.4673816312863543
3.4738039865985826,1.2634166143243246,0.5166255784249065
3.537752347035182,16.386113421865762,-0.27665310607817406
3.5957292742756755,4.519618677347136,-0.3919916416618214
3.623814419772419,5.151249853675871,-1.234046963308046
4.26217986100086,-7.074405002343729,0.6900631445044114
4.278976641600396,12.97079331251796,-0.19742576302018666
4.346739037034854,-11.72986485817599,0.42147159067342943
4.538598195962763,-20.823919586192513,0.15026793692430773
4.585762047127897,24.621331293701914,1.1849126768189837
4.799217450478902,-7.204560757630048,1.3044213369168252
4.816534733127188,-10.400217304136032,0.7289502809089943
4.821207386423782,6.357042045736073,1.1856714325661253
4.842361245014556,3.295052578902816,0.08431281169145033
4.911357946674151,-0.07580691362119496,-0.16817603274094983
5.038155217720998,2.026719112345808,1.3476177171663353
5.233160512859726,2.1697952894282873,1.2044040051813791
5.258146236940552,19.598262650271845,1.5598540191620922
5.3451486726690565,-16.461635745933904,2.8792516032083784
5.403207962497083,-15.534580759422274,1.800578760625917
5.411625964910525,8.600028586656453,0.40731508175293196
5.679052255930285,16.92622637804722,1.8808831215624422
5.750729356799873,-8.413292938148867,0.031837088911622624
5.837299905584781,5.571046612209619,0.6382456791080944
5.875955073583281,-3.579803248073493,0.9164468659389207
6.001200585348013,2.301312228375258,2.193429379344268
6.00892455956418,-10.586751807523576,0.3460207903886817
6.047654435417913,-10.627682749320277,0.26530001957246263
6.181843589241801,7.481043605461286,0.7423010258902614
6.309665432440237,15.867247085720503,0.2538387925701798
6.371574351127178,18.411724014566666,1.5667045066360554
6.582272396469033,-9.552009344951605,-0.17397217103397722
6.595926449422787,13.387406927769916,-0.22908208794330742
6.8711629527796205,4.691692108117746,0.2536524582757009
7.2908042732106,5.832743989790556,0.3310114474999134
7.337881011398206,-1.0997621325639575,2.1833385168829027
7.366350115437466,22.916654872564525,1.469272329675195
7.500700456991975,-4.176804717786723,0.9413643244886573
7.589902770600684,-8.449324940742526,0.053009290164457656
7.851918758175222,-2.897308098710537,1.9687778801265319
7.947280350608358,2.1936777108600083,0.7459705720321403
7.9914381465752555,-3.0117742359025748,0.4167168567364612
8.055338889985647,-6.857616101343599,2.585981936027003
8.44014577896183,33.579237653008455,2.7616305233715637
8.701276009384957,-26.70689882843187,3.8500364093808086
9.107159659511932,-6.743469419414463,4.413404378845161
9.15155437091457,6.547922103246053,4.925404940244001
9.32497694217549,3.2144955573483007,4.20605196148774
9.336027004595007,-8.064936732726013,3.9440866783390613
9.56395312601235,-0.28970088383949566,5.729732117185821
9.717513580160748,24.120268330951554,4.919345410755755
9.721133058284046,-28.09124799469073,5.011537554583532
9.743420106793169,-0.3606300171292314,5.228533022394054
9.860486056710714,-14.776674739385685,5.790455922775306
